project_id,month,snapshot_date,physical_progress_pct,financial_progress_pct,cumulative_expenditure,revised_cost,cost_overrun_to_date_pct,revised_end_date,completion_date,schedule_slip_months
PRJ-0046,May,2026-05-15,92.45,91.99,804.57,948.56,8.46,2026-07-28,,1.84
PRJ-0046,June,2026-06-15,100.0,100.0,1432.83,1432.83,63.83,2026-06-15,2026-06-15,0.59
PRJ-0046,July,2026-07-15,100.0,100.0,665.57,665.57,-23.9,2026-06-15,2026-06-15,0.59
PRJ-0047,Feb,2026-02-15,0.44,0.0,0.0,514.56,20.65,2036-06-11,,16.29
PRJ-0047,March,2026-03-15,0.88,4.54,19.35,510.11,19.61,2036-06-11,,16.02
PRJ-0047,April,2026-04-15,1.2,0.0,0.0,510.74,19.76,2036-09-11,,18.99
PRJ-0047,May,2026-05-15,1.2,7.11,30.33,508.48,19.23,2036-10-11,,19.6
PRJ-0047,June,2026-06-15,1.2,3.89,16.57,551.24,29.25,2036-11-11,,20.54
PRJ-0047,July,2026-07-15,1.2,2.46,10.48,476.67,11.77,2036-05-11,,14.99
PRJ-0048,Feb,2026-02-15,17.48,13.36,225.2,2727.55,61.81,2031-04-07,,31.67
PRJ-0048,March,2026-03-15,34.96,31.85,536.96,2582.02,53.17,2030-09-07,,25.15
PRJ-0048,April,2026-04-15,35.69,31.48,530.67,2520.68,49.53,2030-09-07,,24.77
PRJ-0048,May,2026-05-15,35.69,39.06,658.38,2480.29,47.14,2030-06-07,,22.38
PRJ-0048,June,2026-06-15,35.69,33.88,571.16,3127.0,85.5,2031-10-07,,37.79
PRJ-0048,July,2026-07-15,35.69,42.51,716.64,1967.32,16.71,2029-12-07,,15.8
PRJ-0049,Feb,2026-02-15,4.77,7.52,48.89,1137.01,74.87,2033-10-04,,40.06
PRJ-0049,March,2026-03-15,9.54,3.17,20.59,1129.94,73.78,2033-07-04,,37.28
PRJ-0049,April,2026-04-15,14.3,7.67,49.87,1100.83,69.31,2033-05-04,,34.52
PRJ-0049,May,2026-05-15,19.07,17.87,116.18,1064.45,63.71,2032-10-04,,28.31
PRJ-0049,June,2026-06-15,23.84,22.53,146.49,1415.35,117.68,2034-08-04,,50.03
PRJ-0049,July,2026-07-15,28.61,26.83,174.48,841.25,29.38,2032-01-04,,18.77
PRJ-0050,Feb,2026-02-15,33.06,25.16,187.36,828.88,11.32,2029-09-27,,12.54
PRJ-0050,March,2026-03-15,66.12,66.8,497.35,839.17,12.7,2029-04-27,,7.59
PRJ-0050,April,2026-04-15,98.15,99.5,740.85,833.9,12.0,2029-01-27,,5.39
PRJ-0050,May,2026-05-15,98.15,89.72,668.04,811.15,8.94,2029-01-27,,4.89
PRJ-0050,June,2026-06-15,98.15,99.5,740.85,1001.65,34.53,2029-07-27,,10.55
PRJ-0050,July,2026-07-15,98.15,99.5,740.85,717.52,-3.63,2028-10-27,,2.07
PRJ-0051,Feb,2026-02-15,7.23,6.19,51.47,964.55,16.09,2033-10-18,,19.72
PRJ-0051,March,2026-03-15,14.46,12.11,100.62,938.34,12.93,2033-05-18,,14.81
PRJ-0051,April,2026-04-15,21.69,15.7,130.44,946.79,13.95,2033-02-18,,11.66
PRJ-0051,May,2026-05-15,28.92,29.05,241.37,897.1,7.97,2032-11-18,,9.08
PRJ-0051,June,2026-06-15,33.21,35.85,297.91,1112.34,33.87,2033-09-18,,18.59
PRJ-0051,July,2026-07-15,33.21,32.01,265.98,810.28,-2.48,2032-10-18,,8.49
PRJ-0052,Feb,2026-02-15,40.3,41.46,356.72,1060.64,23.27,2033-11-07,,15.62
PRJ-0052,March,2026-03-15,80.6,83.31,716.83,1012.4,17.66,2033-03-07,,7.77
PRJ-0052,April,2026-04-15,95.46,98.95,851.35,986.05,14.6,2032-12-07,,4.53
PRJ-0052,May,2026-05-15,95.46,90.68,780.24,944.45,9.77,2032-09-07,,1.83
PRJ-0052,June,2026-06-15,95.46,98.38,846.46,1319.89,53.4,2034-06-07,,22.85
PRJ-0052,July,2026-07-15,95.46,88.95,765.38,719.02,-16.43,2032-07-07,,0.0
PRJ-0053,Feb,2026-02-15,5.39,9.48,95.97,1346.94,33.12,2033-06-07,,21.38
PRJ-0053,March,2026-03-15,10.77,2.15,21.75,1307.97,29.27,2033-05-07,,20.42
PRJ-0053,April,2026-04-15,16.16,9.96,100.74,1298.41,28.33,2033-06-07,,20.88
PRJ-0053,May,2026-05-15,21.55,17.24,174.48,1284.94,27.0,2033-03-07,,17.75
PRJ-0053,June,2026-06-15,26.93,29.35,296.92,1438.29,42.15,2033-08-07,,23.26
PRJ-0053,July,2026-07-15,32.32,27.68,280.04,1174.39,16.07,2032-11-07,,13.81
PRJ-0054,Feb,2026-02-15,70.32,70.1,866.62,1408.64,13.94,2026-12-23,,6.06
PRJ-0054,March,2026-03-15,78.46,74.39,919.73,1360.31,10.03,2027-02-23,,7.83
PRJ-0054,April,2026-04-15,83.25,76.37,944.18,1362.59,10.22,2026-11-23,,4.78
PRJ-0054,May,2026-05-15,90.29,95.47,1180.28,1313.97,6.28,2026-07-23,,0.66
PRJ-0054,June,2026-06-15,100.0,100.0,1518.77,1518.77,22.85,2026-06-17,2026-06-17,0.0
PRJ-0054,July,2026-07-15,100.0,100.0,1174.2,1174.2,-5.02,2026-06-17,2026-06-17,0.0
PRJ-0055,Feb,2026-02-15,8.14,4.5,277.83,7140.71,15.74,2034-07-28,,14.79
PRJ-0055,March,2026-03-15,16.28,16.51,1018.27,7217.0,16.98,2034-08-28,,16.48
PRJ-0055,April,2026-04-15,24.42,21.8,1345.14,6693.12,8.49,2034-04-28,,12.47
PRJ-0055,May,2026-05-15,32.56,36.19,2232.78,6588.85,6.8,2033-12-28,,8.07
PRJ-0055,June,2026-06-15,40.7,38.35,2366.24,8657.61,40.33,2035-02-28,,21.56
PRJ-0055,July,2026-07-15,48.84,47.76,2946.19,5137.86,-16.72,2033-04-28,,0.0
PRJ-0056,Feb,2026-02-15,2.58,9.36,102.83,1109.35,0.99,2034-05-12,,9.36
PRJ-0056,March,2026-03-15,5.15,0.0,0.0,1110.35,1.09,2034-08-12,,12.2
PRJ-0056,April,2026-04-15,7.73,9.68,106.34,1120.87,2.04,2034-08-12,,12.13
PRJ-0056,May,2026-05-15,10.3,10.43,114.52,1076.68,-1.98,2034-06-12,,9.57
PRJ-0056,June,2026-06-15,12.88,11.72,128.71,1295.09,17.9,2035-01-12,,17.12
PRJ-0056,July,2026-07-15,14.41,11.19,122.87,978.66,-10.9,2033-12-12,,3.73
PRJ-0057,Feb,2026-02-15,15.45,24.31,875.17,4155.13,15.41,2036-08-08,,14.63
PRJ-0057,March,2026-03-15,30.9,32.64,1175.11,4097.2,13.8,2036-07-08,,13.62
PRJ-0057,April,2026-04-15,46.35,50.84,1830.59,3998.48,11.06,2036-03-08,,10.12
PRJ-0057,May,2026-05-15,61.8,66.56,2396.41,3945.79,9.59,2036-02-08,,9.19
PRJ-0057,June,2026-06-15,77.26,84.36,3037.45,4864.87,35.12,2036-09-08,,16.34
PRJ-0057,July,2026-07-15,77.64,84.0,3024.32,3461.14,-3.87,2035-07-08,,1.65
PRJ-0058,Feb,2026-02-15,10.56,12.82,444.23,4309.2,24.37,2037-02-08,,14.06
PRJ-0058,March,2026-03-15,21.12,19.21,665.56,4333.26,25.06,2037-09-08,,20.85
PRJ-0058,April,2026-04-15,31.68,34.32,1189.13,4227.67,22.02,2037-03-08,,15.11
PRJ-0058,May,2026-05-15,42.24,45.19,1565.75,4191.56,20.97,2037-01-08,,13.35
PRJ-0058,June,2026-06-15,52.8,48.83,1691.82,5037.04,45.38,2037-10-08,,22.13
PRJ-0058,July,2026-07-15,63.36,66.0,2286.93,3729.6,7.64,2036-11-08,,10.9
PRJ-0059,Feb,2026-02-15,22.05,26.69,235.88,861.65,-2.51,2029-08-26,,14.19
PRJ-0059,March,2026-03-15,44.1,46.44,410.43,877.77,-0.69,2028-11-26,,5.48
PRJ-0059,April,2026-04-15,66.16,63.75,563.41,841.43,-4.8,2028-06-26,,0.2
PRJ-0059,May,2026-05-15,72.14,79.03,698.49,834.2,-5.62,2028-08-26,,1.92
PRJ-0059,June,2026-06-15,72.14,70.9,626.67,846.53,-4.22,2028-08-26,,1.52
PRJ-0059,July,2026-07-15,72.14,72.01,636.45,816.62,-7.61,2028-08-26,,1.74
PRJ-0060,Feb,2026-02-15,2.49,2.71,6.17,281.04,23.18,2036-01-01,,15.5
PRJ-0060,March,2026-03-15,4.98,6.61,15.08,271.69,19.09,2036-04-01,,18.86
PRJ-0060,April,2026-04-15,7.47,8.1,18.49,263.75,15.6,2036-04-01,,18.61
PRJ-0060,May,2026-05-15,9.96,9.58,21.86,265.11,16.2,2036-01-01,,15.54
PRJ-0060,June,2026-06-15,12.45,14.32,32.68,313.17,37.27,2036-09-01,,23.94
PRJ-0060,July,2026-07-15,14.94,15.47,35.29,217.4,-4.71,2035-07-01,,10.2
PRJ-0061,Feb,2026-02-15,65.0,63.96,2041.86,4441.29,39.13,2028-01-22,,18.02
PRJ-0061,March,2026-03-15,70.11,70.97,2265.52,4275.06,33.92,2027-12-22,,17.0
PRJ-0061,April,2026-04-15,85.39,85.57,2731.5,4148.54,29.96,2027-06-22,,10.62
PRJ-0061,May,2026-05-15,87.77,87.66,2798.21,3977.25,24.59,2027-05-22,,10.46
PRJ-0061,June,2026-06-15,93.68,91.59,2923.66,6130.37,92.04,2029-05-22,,33.82
PRJ-0061,July,2026-07-15,100.0,100.0,2469.34,2469.34,-22.65,2026-07-13,2026-07-13,0.0
PRJ-0062,Feb,2026-02-15,65.0,65.51,497.11,726.18,-4.3,2026-10-06,,2.57
PRJ-0062,March,2026-03-15,76.93,73.54,558.03,756.96,-0.25,2026-08-06,,0.53
PRJ-0062,April,2026-04-15,85.34,87.74,665.82,767.33,1.12,2026-10-06,,2.82
PRJ-0062,May,2026-05-15,83.82,86.53,656.59,767.78,1.18,2026-08-06,,0.87
PRJ-0062,June,2026-06-15,93.75,89.97,682.72,783.41,3.24,2026-11-06,,4.49
PRJ-0062,July,2026-07-15,100.0,100.0,786.79,786.79,3.68,2026-07-03,2026-07-03,0.0
PRJ-0063,Feb,2026-02-15,16.65,17.99,925.93,5850.11,13.66,2031-12-10,,14.89
PRJ-0063,March,2026-03-15,33.3,35.33,1818.43,5982.83,16.24,2031-12-10,,14.89
PRJ-0063,April,2026-04-15,49.95,58.43,3007.55,5895.52,14.54,2031-09-10,,11.56
PRJ-0063,May,2026-05-15,66.6,62.59,3221.41,5772.02,12.14,2031-02-10,,4.78
PRJ-0063,June,2026-06-15,83.25,82.76,4259.65,6649.98,29.2,2031-08-10,,11.29
PRJ-0063,July,2026-07-15,92.83,95.03,4891.22,5566.48,8.15,2031-02-10,,5.16
PRJ-0064,Feb,2026-02-15,9.72,7.56,73.63,1119.39,15.01,2035-01-08,,15.73
PRJ-0064,March,2026-03-15,19.45,21.86,212.81,1100.45,13.06,2035-01-08,,16.4
PRJ-0064,April,2026-04-15,29.17,27.34,266.13,1059.32,8.84,2034-09-08,,12.47
PRJ-0064,May,2026-05-15,38.89,37.15,361.62,1045.05,7.37,2034-08-08,,11.49
PRJ-0064,June,2026-06-15,48.61,53.78,523.44,1270.87,30.57,2035-05-08,,20.42
PRJ-0064,July,2026-07-15,51.97,52.03,506.36,811.85,-16.59,2033-09-08,,0.0
PRJ-0065,Feb,2026-02-15,10.35,10.96,38.37,415.27,18.6,2033-03-22,,18.43
PRJ-0065,March,2026-03-15,20.71,21.82,76.39,422.22,20.58,2033-03-22,,17.69
PRJ-0065,April,2026-04-15,31.06,25.91,90.74,398.49,13.81,2033-01-22,,16.27
PRJ-0065,May,2026-05-15,41.41,37.24,130.39,391.53,11.82,2032-08-22,,11.09
PRJ-0065,June,2026-06-15,51.77,48.16,168.63,445.97,27.37,2032-12-22,,14.76
PRJ-0065,July,2026-07-15,62.12,58.9,206.23,357.37,2.06,2031-11-22,,2.48
PRJ-0066,Feb,2026-02-15,100.0,100.0,707.94,707.94,7.9,2026-02-26,2026-02-26,1.45
PRJ-0066,March,2026-03-15,100.0,100.0,735.64,735.64,12.13,2026-02-26,2026-02-26,1.45
PRJ-0066,April,2026-04-15,100.0,100.0,712.22,712.22,8.56,2026-02-26,2026-02-26,1.45
PRJ-0066,May,2026-05-15,100.0,100.0,721.79,721.79,10.01,2026-02-26,2026-02-26,1.45
PRJ-0066,June,2026-06-15,100.0,100.0,853.66,853.66,30.11,2026-02-26,2026-02-26,1.45
PRJ-0066,July,2026-07-15,100.0,100.0,672.76,672.76,2.54,2026-02-26,2026-02-26,1.45
PRJ-0067,Feb,2026-02-15,14.63,7.25,43.08,906.95,52.55,2038-02-22,,27.73
PRJ-0067,March,2026-03-15,29.26,24.9,148.03,872.19,46.71,2037-12-22,,26.1
PRJ-0067,April,2026-04-15,43.89,44.4,263.96,838.16,40.98,2037-01-22,,14.95
PRJ-0067,May,2026-05-15,51.81,59.35,352.85,780.24,31.24,2037-02-22,,15.62
PRJ-0067,June,2026-06-15,51.81,56.75,337.37,1124.2,89.1,2038-11-22,,36.99
PRJ-0067,July,2026-07-15,51.81,52.91,314.58,523.23,-11.99,2036-01-22,,2.5
PRJ-0068,Feb,2026-02-15,26.87,31.53,1177.16,4782.78,28.11,2032-08-10,,20.47
PRJ-0068,March,2026-03-15,53.74,50.74,1894.4,4918.49,31.74,2032-04-10,,15.65
PRJ-0068,April,2026-04-15,70.69,68.73,2565.95,4651.06,24.58,2031-10-10,,10.34
PRJ-0068,May,2026-05-15,70.69,68.95,2574.24,4414.09,18.23,2031-11-10,,10.64
PRJ-0068,June,2026-06-15,70.69,78.43,2928.17,6345.09,69.96,2033-04-10,,28.03
PRJ-0068,July,2026-07-15,70.69,71.74,2678.19,3480.23,-6.78,2031-03-10,,2.8
PRJ-0069,Feb,2026-02-15,55.3,56.98,2346.54,5478.54,33.03,2031-01-22,,19.44
PRJ-0069,March,2026-03-15,86.85,86.9,3578.75,5457.04,32.51,2030-02-22,,8.19
PRJ-0069,April,2026-04-15,86.85,77.97,3211.2,5302.79,28.76,2030-09-22,,14.58
PRJ-0069,May,2026-05-15,86.85,90.85,3741.5,5016.64,21.81,2030-01-22,,7.41
PRJ-0069,June,2026-06-15,86.85,87.9,3619.77,6501.59,57.87,2031-04-22,,21.77
PRJ-0069,July,2026-07-15,86.85,87.19,3590.76,3813.03,-7.41,2029-11-22,,4.52
PRJ-0070,Feb,2026-02-15,24.25,23.54,1412.22,8049.71,34.19,2031-11-24,,19.67
PRJ-0070,March,2026-03-15,48.49,51.49,3088.9,8117.47,35.32,2031-11-24,,19.85
PRJ-0070,April,2026-04-15,72.74,72.59,4354.67,7770.73,29.54,2031-05-24,,14.01
PRJ-0070,May,2026-05-15,77.56,68.81,4128.01,7393.47,23.25,2031-02-24,,11.13
PRJ-0070,June,2026-06-15,77.56,82.4,4942.8,11060.6,84.38,2033-02-24,,35.37
PRJ-0070,July,2026-07-15,77.56,73.57,4413.17,5217.05,-13.03,2030-03-24,,0.0
PRJ-0071,Feb,2026-02-15,3.04,2.58,59.65,2980.72,28.82,2033-01-04,,24.91
PRJ-0071,March,2026-03-15,6.07,0.0,0.0,2957.65,27.82,2032-10-04,,22.02
PRJ-0071,April,2026-04-15,9.11,9.28,214.77,2918.58,26.14,2032-08-04,,19.88
PRJ-0071,May,2026-05-15,12.15,15.31,354.25,2944.65,27.26,2032-05-04,,17.02
PRJ-0071,June,2026-06-15,15.19,17.92,414.68,3745.35,61.87,2033-07-04,,30.6
PRJ-0071,July,2026-07-15,18.22,20.9,483.53,2319.33,0.24,2031-12-04,,12.14
PRJ-0072,Feb,2026-02-15,4.24,1.66,40.81,2897.08,18.17,2030-03-10,,19.03
PRJ-0072,March,2026-03-15,8.48,12.4,304.09,2791.99,13.89,2029-12-10,,16.4
PRJ-0072,April,2026-04-15,12.73,9.26,227.04,2691.01,9.77,2029-07-10,,10.6
PRJ-0072,May,2026-05-15,16.97,15.55,381.18,2597.44,5.95,2029-03-10,,7.3
PRJ-0072,June,2026-06-15,21.21,17.6,431.58,3376.12,37.71,2030-10-10,,25.81
PRJ-0072,July,2026-07-15,25.39,19.63,481.21,1933.57,-21.13,2028-12-10,,3.78
PRJ-0073,Feb,2026-02-15,26.52,26.92,175.4,850.24,30.5,2033-10-02,,21.76
PRJ-0073,March,2026-03-15,53.03,50.73,330.5,864.92,32.75,2033-05-02,,17.06
PRJ-0073,April,2026-04-15,58.64,52.55,342.4,849.05,30.31,2033-06-02,,17.63
PRJ-0073,May,2026-05-15,58.64,59.05,384.75,809.83,24.29,2033-01-02,,12.98
PRJ-0073,June,2026-06-15,58.64,54.71,356.45,892.8,37.03,2033-06-02,,18.48
PRJ-0073,July,2026-07-15,58.64,58.12,378.69,744.87,14.32,2032-10-02,,10.12
PRJ-0074,Feb,2026-02-15,28.34,26.72,2783.89,12451.67,19.53,2035-05-18,,16.52
PRJ-0074,March,2026-03-15,56.67,55.03,5732.71,12176.89,16.89,2034-11-18,,11.29
PRJ-0074,April,2026-04-15,85.01,82.59,8603.73,12026.31,15.44,2034-04-18,,3.52
PRJ-0074,May,2026-05-15,90.3,85.27,8882.72,11154.72,7.08,2034-01-18,,1.01
PRJ-0074,June,2026-06-15,90.3,85.55,8912.11,16324.59,56.7,2035-08-18,,19.6
PRJ-0074,July,2026-07-15,90.3,88.54,9223.96,7815.77,-24.97,2033-12-18,,0.0
PRJ-0075,Feb,2026-02-15,4.06,4.91,35.42,868.47,20.29,2035-04-02,,20.14
PRJ-0075,March,2026-03-15,8.12,15.39,111.08,864.8,19.78,2034-12-02,,16.19
PRJ-0075,April,2026-04-15,12.18,12.04,86.9,846.76,17.28,2034-12-02,,16.39
PRJ-0075,May,2026-05-15,16.24,16.67,120.33,818.66,13.39,2034-12-02,,16.43
PRJ-0075,June,2026-06-15,19.13,19.13,138.08,1238.82,71.59,2036-08-02,,36.39
PRJ-0075,July,2026-07-15,19.13,22.2,160.26,589.29,-18.38,2033-10-02,,1.75
PRJ-0076,Feb,2026-02-15,33.2,38.07,571.36,2159.12,43.86,2037-06-28,,25.21
PRJ-0076,March,2026-03-15,66.4,67.83,1018.05,2167.74,44.44,2037-02-28,,21.4
PRJ-0076,April,2026-04-15,96.23,93.83,1408.22,2109.64,40.56,2036-11-28,,18.06
PRJ-0076,May,2026-05-15,96.23,99.45,1492.64,2090.42,39.28,2036-07-28,,14.45
PRJ-0076,June,2026-06-15,96.23,96.28,1444.98,2438.97,62.51,2037-06-28,,25.2
PRJ-0076,July,2026-07-15,96.23,89.39,1341.58,1850.23,23.28,2036-01-28,,8.17
PRJ-0077,Feb,2026-02-15,0.7,0.0,0.0,419.59,29.82,2029-11-10,,19.11
PRJ-0077,March,2026-03-15,1.39,3.92,12.66,409.35,26.65,2030-02-10,,22.12
PRJ-0077,April,2026-04-15,1.95,0.66,2.15,400.41,23.88,2030-02-10,,21.7
PRJ-0077,May,2026-05-15,1.95,0.0,0.0,390.3,20.76,2029-10-10,,18.41
PRJ-0077,June,2026-06-15,1.95,0.0,0.0,506.32,56.65,2031-01-10,,32.59
PRJ-0077,July,2026-07-15,1.95,1.51,4.89,306.9,-5.05,2029-01-10,,9.13
PRJ-0078,Feb,2026-02-15,15.45,20.76,157.36,1038.05,36.96,2030-04-11,,26.45
PRJ-0078,March,2026-03-15,30.9,27.13,205.65,1029.59,35.84,2029-11-11,,21.24
PRJ-0078,April,2026-04-15,46.35,39.11,296.43,1000.67,32.03,2029-09-11,,18.59
PRJ-0078,May,2026-05-15,61.8,64.36,487.79,1000.2,31.97,2029-09-11,,18.72
PRJ-0078,June,2026-06-15,61.97,61.68,467.5,1156.7,52.62,2030-02-11,,23.74
PRJ-0078,July,2026-07-15,61.97,58.12,440.5,744.21,-1.81,2028-08-11,,6.46
PRJ-0079,Feb,2026-02-15,41.23,43.72,744.03,2096.77,23.21,2036-03-08,,13.51
PRJ-0079,March,2026-03-15,82.45,84.33,1435.06,2108.48,23.9,2036-01-08,,11.9
PRJ-0079,April,2026-04-15,97.77,94.48,1607.72,1973.8,15.99,2035-09-08,,8.34
PRJ-0079,May,2026-05-15,97.77,90.11,1533.45,1984.43,16.61,2035-09-08,,8.16
PRJ-0079,June,2026-06-15,97.77,99.5,1693.22,2351.44,38.18,2036-02-08,,13.46
PRJ-0079,July,2026-07-15,97.77,99.5,1693.22,1725.79,1.41,2035-01-08,,0.0
PRJ-0080,Feb,2026-02-15,12.79,10.07,658.77,6912.51,5.67,2031-06-09,,12.44
PRJ-0080,March,2026-03-15,25.57,22.49,1471.07,7055.94,7.86,2031-09-09,,15.0
PRJ-0080,April,2026-04-15,38.36,35.63,2330.56,6767.25,3.45,2031-06-09,,11.68
PRJ-0080,May,2026-05-15,51.15,48.94,3201.29,6680.0,2.12,2030-12-09,,6.29
PRJ-0080,June,2026-06-15,63.93,69.8,4565.82,8559.5,30.85,2031-07-09,,13.49
PRJ-0080,July,2026-07-15,74.67,75.03,4908.36,5534.47,-15.4,2030-06-09,,0.0
PRJ-0081,Feb,2026-02-15,28.28,30.63,322.21,1194.96,13.61,2034-02-16,,13.19
PRJ-0081,March,2026-03-15,56.56,52.73,554.63,1175.33,11.74,2034-01-16,,12.22
PRJ-0081,April,2026-04-15,84.84,91.4,961.34,1181.48,12.33,2033-06-16,,5.11
PRJ-0081,May,2026-05-15,97.38,99.5,1046.55,1175.89,11.8,2033-03-16,,2.33
PRJ-0081,June,2026-06-15,97.38,99.5,1046.55,1350.02,28.35,2033-10-16,,8.58
PRJ-0081,July,2026-07-15,97.38,95.03,999.57,1072.3,1.95,2033-03-16,,1.53
PRJ-0082,Feb,2026-02-15,7.44,5.84,304.63,5767.07,10.56,2029-07-12,,14.26
PRJ-0082,March,2026-03-15,14.88,12.25,639.17,5626.06,7.86,2029-07-12,,14.35
PRJ-0082,April,2026-04-15,22.31,20.46,1067.09,5613.34,7.61,2029-06-12,,12.96
PRJ-0082,May,2026-05-15,29.75,31.22,1628.23,5356.01,2.68,2029-05-12,,12.5
PRJ-0082,June,2026-06-15,37.19,30.1,1569.95,7126.68,36.63,2030-02-12,,21.26
PRJ-0082,July,2026-07-15,44.1,43.22,2254.27,4255.87,-18.41,2028-07-12,,2.26
PRJ-0083,Feb,2026-02-15,6.63,6.38,66.06,1418.65,36.91,2031-05-27,,23.39
PRJ-0083,March,2026-03-15,13.26,17.08,176.93,1389.59,34.11,2031-05-27,,23.34
PRJ-0083,April,2026-04-15,19.89,21.46,222.37,1303.27,25.78,2030-11-27,,16.91
PRJ-0083,May,2026-05-15,26.52,22.07,228.66,1247.48,20.39,2030-12-27,,17.63
PRJ-0083,June,2026-06-15,33.15,33.99,352.18,1899.43,83.31,2032-07-27,,36.83
PRJ-0083,July,2026-07-15,39.77,28.33,293.53,697.73,-32.66,2029-06-27,,0.0
PRJ-0084,Feb,2026-02-15,21.65,17.31,251.74,1668.25,14.68,2031-02-16,,14.89
PRJ-0084,March,2026-03-15,43.3,36.36,528.93,1646.49,13.19,2030-11-16,,11.78
PRJ-0084,April,2026-04-15,64.95,63.47,923.22,1578.31,8.5,2030-04-16,,5.37
PRJ-0084,May,2026-05-15,86.6,93.96,1366.85,1550.13,6.56,2029-12-16,,1.38
PRJ-0084,June,2026-06-15,95.84,90.63,1318.34,1923.05,32.2,2031-02-16,,15.22
PRJ-0084,July,2026-07-15,95.84,95.73,1392.61,1297.95,-10.77,2029-11-16,,0.0
PRJ-0085,Feb,2026-02-15,5.2,9.84,1711.96,20012.57,14.97,2033-10-13,,18.71
PRJ-0085,March,2026-03-15,10.39,9.72,1692.4,19451.76,11.75,2033-07-13,,16.37
PRJ-0085,April,2026-04-15,15.59,14.01,2438.71,19500.01,12.03,2033-02-13,,11.1
PRJ-0085,May,2026-05-15,20.78,25.1,4368.28,19269.96,10.71,2033-02-13,,10.86
PRJ-0085,June,2026-06-15,25.98,27.3,4752.12,21275.95,22.23,2033-09-13,,18.16
PRJ-0085,July,2026-07-15,31.17,28.39,4942.03,17984.42,3.32,2032-09-13,,6.19
PRJ-0086,Feb,2026-02-15,31.09,30.12,207.12,809.06,17.64,2034-01-25,,14.12
PRJ-0086,March,2026-03-15,62.19,72.73,500.16,781.56,13.64,2033-09-25,,10.42
PRJ-0086,April,2026-04-15,92.0,93.86,645.5,764.24,11.12,2033-02-25,,2.83
PRJ-0086,May,2026-05-15,92.0,89.35,614.51,768.78,11.78,2033-05-25,,6.09
PRJ-0086,June,2026-06-15,92.0,93.54,643.28,1085.55,57.84,2034-08-25,,21.39
PRJ-0086,July,2026-07-15,92.0,91.77,631.14,569.52,-17.19,2032-11-25,,0.0
PRJ-0087,Feb,2026-02-15,25.88,28.18,251.35,957.2,7.31,2032-07-06,,10.16
PRJ-0087,March,2026-03-15,51.77,55.65,496.38,960.6,7.69,2032-07-06,,10.23
PRJ-0087,April,2026-04-15,77.65,74.23,662.14,954.12,6.96,2032-02-06,,5.34
PRJ-0087,May,2026-05-15,93.89,86.22,769.12,994.52,11.49,2032-02-06,,5.31
PRJ-0087,June,2026-06-15,93.89,91.35,814.83,1061.02,18.95,2032-04-06,,6.64
PRJ-0087,July,2026-07-15,93.89,91.75,818.42,914.24,2.49,2031-11-06,,1.62
PRJ-0088,Feb,2026-02-15,13.29,13.32,202.52,2212.62,45.56,2036-04-10,,26.12
PRJ-0088,March,2026-03-15,26.57,34.27,520.94,2212.56,45.55,2035-11-10,,21.43
PRJ-0088,April,2026-04-15,39.86,36.2,550.24,2152.85,41.63,2036-02-10,,23.75
PRJ-0088,May,2026-05-15,45.48,41.5,630.85,2052.35,35.02,2035-10-10,,19.78
PRJ-0088,June,2026-06-15,45.48,47.7,725.1,2247.37,47.84,2036-02-10,,23.75
PRJ-0088,July,2026-07-15,45.48,45.79,695.98,1572.11,3.42,2034-09-10,,7.4
PRJ-0089,Feb,2026-02-15,23.78,23.16,342.04,1937.93,31.22,2031-10-25,,22.93
PRJ-0089,March,2026-03-15,47.56,48.53,716.8,1912.87,29.52,2031-02-25,,14.98
PRJ-0089,April,2026-04-15,71.34,71.1,1050.02,1881.53,27.4,2030-12-25,,13.28
PRJ-0089,May,2026-05-15,77.04,73.48,1085.29,1789.34,21.16,2030-06-25,,7.22
PRJ-0089,June,2026-06-15,77.04,73.91,1091.57,2152.4,45.74,2031-12-25,,24.88
PRJ-0089,July,2026-07-15,77.04,72.01,1063.57,1490.41,0.92,2030-03-25,,4.1
PRJ-0090,Feb,2026-02-15,13.96,8.67,298.83,5426.08,57.51,2031-09-20,,29.38
PRJ-0090,March,2026-03-15,27.93,29.51,1016.66,5347.21,55.22,2031-09-20,,28.59
PRJ-0090,April,2026-04-15,41.89,44.9,1546.74,5090.07,47.76,2031-06-20,,25.97
PRJ-0090,May,2026-05-15,55.85,57.07,1965.9,4869.38,41.35,2031-01-20,,20.79
PRJ-0090,June,2026-06-15,63.22,61.63,2122.99,6229.73,80.84,2031-12-20,,32.04
PRJ-0090,July,2026-07-15,63.22,64.9,2235.82,3588.81,4.18,2029-10-20,,5.69
PRJ-0091,Feb,2026-02-15,11.42,15.51,157.24,1341.54,32.32,2030-07-26,,20.87
PRJ-0091,March,2026-03-15,22.85,23.01,233.33,1323.45,30.53,2030-08-26,,22.23
PRJ-0091,April,2026-04-15,34.27,29.48,298.85,1295.24,27.75,2030-05-26,,18.69
PRJ-0091,May,2026-05-15,45.7,53.25,539.88,1243.31,22.63,2029-12-26,,14.43
PRJ-0091,June,2026-06-15,57.12,58.55,593.63,1441.07,42.13,2030-10-26,,23.78
PRJ-0091,July,2026-07-15,68.55,75.87,769.22,1060.63,4.61,2029-01-26,,3.35
PRJ-0092,Feb,2026-02-15,27.33,21.93,130.07,740.09,24.78,2033-11-26,,16.77
