project_id,sector,state,sanctioned_cost,sanctioned_date,original_end_date,completion_date,date_of_completion,duration_months,target_cost_overrun_pct,real_state_overrun_july,real_sector_overrun_pct,real_state_drift_pp_month
PRJ-0214,Coal,Maharashtra,1008.56,2026-02-04,2033-11-04,,,93,-2.805,12.366,-1.1,-2.098
PRJ-0215,Roads & Highways,Andhra Pradesh,1599.35,2026-02-02,2033-10-02,,,92,-2.306,-3.734,1.73,-5.906
PRJ-0216,Oil & Gas,Gujarat,4011.96,2026-02-18,2034-03-18,,,97,14.267,8.533,8.97,-3.068
PRJ-0217,Railways,Jharkhand,1222.37,2026-02-15,2032-05-15,,,75,19.737,-17.585,37.14,-4.6
PRJ-0218,Railways,Madhya Pradesh,1025.71,2026-02-01,2031-11-01,,,69,7.684,-8.492,37.14,-2.506
PRJ-0219,Roads & Highways,Punjab,360.24,2026-02-02,2028-06-02,,,28,-18.574,-29.625,1.73,-7.508
PRJ-0220,Roads & Highways,West Bengal,1815.26,2023-11-18,2026-04-18,2026-04-09,2026-04-09,29,-4.856,-20.715,1.73,-5.985
PRJ-0221,Railways,Delhi,1428.6,2026-02-08,2035-09-08,,,115,16.639,3.547,37.14,0.072
PRJ-0222,Oil & Gas,Odisha,3429.63,2026-02-18,2029-12-18,,,46,-0.011,-14.368,8.97,-4.448
PRJ-0223,Transmission & Distribution,Meghalaya,2774.27,2026-02-05,2031-02-05,,,60,-32.302,-46.806,3.02,-10.697
PRJ-0224,Coal,Rajasthan,1681.89,2026-02-08,2031-09-08,,,67,0.854,4.92,-1.1,-7.926
PRJ-0225,Roads & Highways,Maharashtra,1745.71,2026-02-25,2033-11-25,,,93,3.504,12.366,1.73,-2.098
PRJ-0226,Roads & Highways,Tamil Nadu,478.3,2026-02-25,2034-07-25,,,101,-10.415,0.764,1.73,-0.572
PRJ-0227,Healthcare,Jharkhand,797.74,2026-02-18,2028-05-18,,,27,-11.637,-17.585,20.66,-4.6
PRJ-0228,Railways,Telangana,1159.6,2026-02-11,2029-03-11,,,37,-4.768,-22.597,37.14,-9.117
PRJ-0229,Railways,Meghalaya,2121.92,2026-02-14,2030-12-14,,,58,-16.891,-46.806,37.14,-10.697
PRJ-0230,Roads & Highways,Maharashtra,2230.42,2026-02-18,2029-03-18,,,37,7.27,12.366,1.73,-2.098
PRJ-0231,Roads & Highways,Madhya Pradesh,533.43,2026-02-19,2031-01-19,,,59,-9.121,-8.492,1.73,-2.506
PRJ-0232,Electricity Generation,Sikkim,14133.21,2026-02-12,2031-11-12,,,69,-13.728,-36.961,12.9,-13.156
PRJ-0233,Water Resources,Assam,2396.71,2026-02-04,2035-12-04,,,118,31.538,-6.798,104.29,-7.331
PRJ-0234,Water Resources,Karnataka,2636.85,2026-02-23,2033-04-23,,,86,36.775,-17.416,104.29,-5.504
PRJ-0235,Education,Odisha,1468.36,2026-02-20,2030-04-20,,,50,-12.556,-14.368,-3.03,-4.448
PRJ-0236,Transmission & Distribution,Maharashtra,2515.55,2026-02-26,2030-01-26,,,47,1.702,12.366,3.02,-2.098
PRJ-0237,Roads & Highways,Assam,1174.19,2026-02-17,2029-08-17,,,42,1.281,-6.798,1.73,-7.331
PRJ-0238,Roads & Highways,Manipur,1172.75,2026-02-01,2032-11-01,,,81,-17.711,-34.668,1.73,-11.403
PRJ-0239,Roads & Highways,Maharashtra,400.66,2026-02-15,2031-06-15,,,64,4.597,12.366,1.73,-2.098
PRJ-0240,Waste & Water,Uttar Pradesh,203.35,2026-02-23,2030-02-23,,,48,7.467,2.185,1.27,-3.086
PRJ-0241,Roads & Highways,Telangana,2210.5,2026-02-10,2034-11-10,,,105,-14.863,-22.597,1.73,-9.117
PRJ-0242,Roads & Highways,Odisha,3077.56,2026-02-09,2035-03-09,,,109,-7.111,-14.368,1.73,-4.448
PRJ-0243,Roads & Highways,Maharashtra,472.21,2026-02-28,2028-04-28,,,26,9.367,12.366,1.73,-2.098
PRJ-0244,Roads & Highways,Bihar,996.51,2026-02-26,2036-01-26,,,119,-9.319,-13.584,1.73,-3.536
PRJ-0245,Roads & Highways,Chhattisgarh,854.34,2026-02-23,2035-12-23,,,118,-14.107,-22.042,1.73,-5.836
PRJ-0246,Roads & Highways,Nagaland,4560.85,2026-02-14,2034-09-14,,,103,-16.441,-37.566,1.73,-8.949
PRJ-0247,Roads & Highways,Odisha,1610.09,2026-02-16,2034-03-16,,,97,-1.694,-14.368,1.73,-4.448
PRJ-0248,Railways,Madhya Pradesh,3422.32,2026-02-11,2029-08-11,,,42,11.83,-8.492,37.14,-2.506
PRJ-0249,Roads & Highways,Telangana,4286.55,2026-02-25,2034-10-25,,,104,-15.406,-22.597,1.73,-9.117
PRJ-0250,Oil & Gas,Uttar Pradesh,4547.53,2026-02-25,2033-03-25,,,85,-2.609,2.185,8.97,-3.086
PRJ-0251,Telecommunication,Goa,10234.39,2026-02-26,2031-08-26,,,66,-29.617,-31.785,-35.41,-6.752
PRJ-0252,Railways,Bihar,1904.56,2026-02-24,2035-04-24,,,110,-0.063,-13.584,37.14,-3.536
PRJ-0253,Roads & Highways,Uttar Pradesh,800.15,2026-02-08,2029-02-08,,,36,2.251,2.185,1.73,-3.086
PRJ-0254,Coal,Kerala,2402.31,2026-02-23,2033-02-23,,,84,-13.762,-26.921,-1.1,-8.051
PRJ-0255,Oil & Gas,Assam,4101.02,2026-02-09,2031-02-09,,,60,-1.84,-6.798,8.97,-7.331
PRJ-0256,Railways,West Bengal,5392.3,2026-02-02,2030-07-02,,,53,11.211,-20.715,37.14,-5.985
PRJ-0257,Roads & Highways,Tamil Nadu,2166.96,2026-02-04,2028-12-04,,,34,4.345,0.764,1.73,-0.572
PRJ-0258,Roads & Highways,Bihar,502.64,2026-02-09,2028-10-09,,,32,-8.688,-13.584,1.73,-3.536
PRJ-0259,Aviation & Aviation Infrastructure,Chhattisgarh,162.13,2026-02-12,2032-03-12,,,73,-21.899,-22.042,6.68,-5.836
PRJ-0260,Railways,Odisha,658.21,2026-02-12,2036-01-12,,,119,10.752,-14.368,37.14,-4.448
PRJ-0261,Roads & Highways,Madhya Pradesh,1575.66,2026-02-04,2029-06-04,,,40,-1.732,-8.492,1.73,-2.506
PRJ-0262,Metals & Mining,Odisha,842.11,2026-02-01,2034-06-01,,,100,0.958,-14.368,42.87,-4.448
PRJ-0263,Roads & Highways,Karnataka,195.51,2026-02-22,2031-01-22,,,59,-7.151,-17.416,1.73,-5.504
PRJ-0264,Roads & Highways,Rajasthan,1139.01,2026-02-13,2028-02-13,,,24,-4.716,4.92,1.73,-7.926
PRJ-0265,Roads & Highways,Madhya Pradesh,681.1,2026-02-18,2031-12-18,,,70,-20.0,-8.492,1.73,-2.506
PRJ-0266,Waste & Water,Bihar,590.07,2026-02-20,2031-01-20,,,59,-14.139,-13.584,1.27,-3.536
PRJ-0267,Roads & Highways,West Bengal,954.61,2026-02-16,2028-02-16,,,24,-9.761,-20.715,1.73,-5.985
PRJ-0268,Railways,Assam,976.21,2026-02-17,2031-10-17,,,68,-0.526,-6.798,37.14,-7.331
PRJ-0269,Coal,Maharashtra,1260.37,2026-02-02,2036-02-02,,,120,5.75,12.366,-1.1,-2.098
PRJ-0270,Roads & Highways,Andhra Pradesh,1005.52,2026-02-03,2029-07-03,,,41,-16.075,-3.734,1.73,-5.906
PRJ-0271,Roads & Highways,Delhi,798.71,2026-02-17,2035-09-17,,,115,6.714,3.547,1.73,0.072
PRJ-0272,Roads & Highways,Punjab,1304.79,2026-02-25,2030-05-25,,,51,-15.215,-29.625,1.73,-7.508
PRJ-0273,Roads & Highways,Manipur,826.87,2026-02-13,2031-04-13,,,62,-21.248,-34.668,1.73,-11.403
PRJ-0274,Roads & Highways,Manipur,1263.39,2026-02-23,2029-11-23,,,45,-19.423,-34.668,1.73,-11.403
PRJ-0275,Roads & Highways,Gujarat,433.29,2026-02-09,2034-07-09,,,101,12.962,8.533,1.73,-3.068
PRJ-0276,Roads & Highways,Madhya Pradesh,514.95,2026-02-25,2032-09-25,,,79,-11.012,-8.492,1.73,-2.506
PRJ-0277,Coal,Gujarat,700.12,2026-02-23,2032-06-23,,,76,0.982,8.533,-1.1,-3.068
PRJ-0278,Roads & Highways,Andhra Pradesh,492.62,2026-02-08,2033-05-08,,,87,-2.521,-3.734,1.73,-5.906
PRJ-0279,Roads & Highways,Bihar,902.13,2026-02-02,2028-09-02,,,31,-3.899,-13.584,1.73,-3.536
PRJ-0280,Roads & Highways,Madhya Pradesh,853.31,2026-02-07,2030-07-07,,,53,4.159,-8.492,1.73,-2.506
PRJ-0281,Roads & Highways,Haryana,4687.65,2026-02-19,2029-08-19,,,42,6.804,8.788,1.73,-7.806
PRJ-0282,Roads & Highways,Jharkhand,2427.07,2026-02-17,2029-05-17,,,39,-6.331,-17.585,1.73,-4.6
PRJ-0283,Roads & Highways,Uttar Pradesh,1191.77,2026-02-02,2028-05-02,,,27,8.608,2.185,1.73,-3.086
PRJ-0284,Coal,Andhra Pradesh,1033.98,2026-02-17,2028-08-17,,,30,1.022,-3.734,-1.1,-5.906
PRJ-0285,Roads & Highways,Tamil Nadu,1459.81,2026-02-28,2028-11-28,,,33,0.856,0.764,1.73,-0.572
PRJ-0286,Roads & Highways,Madhya Pradesh,437.72,2026-02-20,2030-05-20,,,51,-9.302,-8.492,1.73,-2.506
PRJ-0287,Roads & Highways,Gujarat,972.46,2026-02-14,2032-02-14,,,72,4.65,8.533,1.73,-3.068
PRJ-0288,Electricity Generation,Rajasthan,9258.02,2023-05-25,2026-05-25,2026-06-16,2026-06-16,36,10.621,4.92,12.9,-7.926
PRJ-0289,Coal,Mizoram,2050.64,2026-02-07,2032-08-07,,,78,-33.508,-45.063,-1.1,-10.188
PRJ-0290,Roads & Highways,Tamil Nadu,1209.46,2022-08-11,2026-04-11,2026-05-08,2026-05-08,44,-5.921,0.764,1.73,-0.572
PRJ-0291,Real Estate,Andhra Pradesh,5393.28,2026-02-07,2031-03-07,,,61,-9.269,-3.734,0.12,-5.906
PRJ-0292,Roads & Highways,Tamil Nadu,664.79,2026-02-07,2032-12-07,,,82,-1.488,0.764,1.73,-0.572
PRJ-0293,Roads & Highways,Karnataka,1098.2,2026-02-21,2028-03-21,,,25,-6.494,-17.416,1.73,-5.504
PRJ-0294,Telecommunication,Bihar,3123.98,2026-02-09,2035-04-09,,,110,-24.317,-13.584,-35.41,-3.536
PRJ-0295,Roads & Highways,Uttar Pradesh,967.98,2026-02-13,2029-12-13,,,46,-8.749,2.185,1.73,-3.086
PRJ-0296,Education,Uttar Pradesh,810.13,2026-02-04,2033-02-04,,,84,3.89,2.185,-3.03,-3.086
PRJ-0297,Roads & Highways,Rajasthan,1082.77,2026-02-08,2029-02-08,,,36,10.854,4.92,1.73,-7.926
PRJ-0298,Roads & Highways,Nagaland,677.72,2026-02-13,2031-06-13,,,64,-19.868,-37.566,1.73,-8.949
PRJ-0299,Roads & Highways,Jharkhand,320.01,2026-02-05,2032-05-05,,,75,-11.96,-17.585,1.73,-4.6
PRJ-0300,Railways,Uttarakhand,780.21,2026-02-26,2031-08-26,,,66,-9.136,-33.821,37.14,-10.563
PRJ-0301,Urban Public Transport,Chhattisgarh,9148.03,2026-02-12,2031-10-12,,,68,-5.77,-22.042,5.8,-5.836
PRJ-0302,Roads & Highways,Maharashtra,532.98,2026-02-23,2029-04-23,,,38,8.856,12.366,1.73,-2.098
PRJ-0303,Waste & Water,Odisha,311.12,2026-02-06,2035-12-06,,,118,-7.643,-14.368,1.27,-4.448
PRJ-0304,Oil & Gas,Andhra Pradesh,7426.2,2026-02-02,2028-03-02,,,25,1.691,-3.734,8.97,-5.906
PRJ-0305,Roads & Highways,Chhattisgarh,1329.17,2026-02-25,2030-06-25,,,52,-14.52,-22.042,1.73,-5.836
PRJ-0306,Railways,Andhra Pradesh,4805.4,2026-02-14,2029-04-14,,,38,13.101,-3.734,37.14,-5.906
PRJ-0307,Roads & Highways,Manipur,1958.86,2026-02-11,2034-12-11,,,106,-13.11,-34.668,1.73,-11.403
PRJ-0308,Urban Public Transport,Telangana,18982.6,2026-02-01,2035-01-01,,,107,-8.915,-22.597,5.8,-9.117
PRJ-0309,Roads & Highways,Odisha,950.7,2026-02-11,2033-04-11,,,86,-21.07,-14.368,1.73,-4.448
PRJ-0310,Railways,Uttar Pradesh,1224.64,2026-02-25,2029-05-25,,,39,5.807,2.185,37.14,-3.086
PRJ-0311,Roads & Highways,Telangana,1274.82,2026-02-26,2033-01-26,,,83,-14.447,-22.597,1.73,-9.117
PRJ-0312,Roads & Highways,Gujarat,353.71,2026-02-28,2031-09-28,,,67,14.399,8.533,1.73,-3.068
PRJ-0313,Roads & Highways,Jammu & Kashmir,1255.43,2026-02-21,2029-08-21,,,42,-24.757,-30.598,1.73,-8.146
PRJ-0314,Railways,Kerala,1758.17,2023-01-28,2026-04-28,2026-04-27,2026-04-27,39,9.471,-26.921,37.14,-8.051
PRJ-0315,Roads & Highways,Mizoram,1520.58,2026-02-14,2031-12-14,,,70,-29.343,-45.063,1.73,-10.188
PRJ-0316,Logistics Infrastructure,Karnataka,1716.54,2026-02-11,2035-10-11,,,116,-4.124,-17.416,0.0,-5.504
PRJ-0317,Roads & Highways,Sikkim,483.39,2026-02-07,2030-11-07,,,57,-23.255,-36.961,1.73,-13.156
